""	"Cytisus"	"Lathyrus"	"L.corn."	"L.ped."	"Medicago"	"Ononis"	"Pisum"	"Trifolium"	"MeanDecreaseAccuracy"	"MeanDecreaseGini"
"Or_g42_5_1"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0088"
"Control_g105_4_3"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"1e-04"	"1e-04"	"0"	"0.0084"
"Or_g24_1_6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0083"
"Gr_g68_2_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.008"
"P450_g58_1_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0.008"
"Control_g56_5_1"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"-1e-04"	"0"	"0.008"
"PMT_245_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0079"
"Or_g18_1_6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0078"
"Or_g9_6_1"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0078"
"PMT_447_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0077"
"Or_g42_6_1"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0.0075"
"PMT_263_1_1"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"1e-04"	"2e-04"	"1e-04"	"0.0074"
"PMT_521_1_1"	"0"	"0"	"0"	"0"	"-1e-04"	"0"	"0"	"1e-04"	"0"	"0.0074"
"Or_g39_2_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0074"
"PMT_194_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0073"
"Control_g56_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0071"
"Or_g78_3_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.007"
"PMT_448_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.007"
"P450_g18_4_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0068"
"PMT_537_1_1"	"0"	"0"	"0"	"-1e-04"	"0"	"0"	"0"	"0"	"0"	"0.0068"
"PMT_247_1_2"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0067"
"Control_g162_10_12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0067"
"Control_g87_6_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-2e-04"	"0"	"0.0066"
"Control_g147_1_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0066"
"PMT_386_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0065"
"Or_g42_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0064"
"Control_g156_6_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0064"
"Control_g108_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0063"
"Control_g156_7_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0062"
"PMT_244_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0062"
"Or_g43_3_1"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"1e-04"	"0"	"0"	"0.0061"
"Control_g171_5_1"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"2e-04"	"0"	"0.0061"
"Control_g38_2_3"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0.0061"
"Gr_g23_2_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0058"
"PMT_60_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0058"
"Or_g18_5_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0057"
"Control_g156_3_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0056"
"PMT_385_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0055"
"Control_g89_4_1"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0055"
"P450_g38_7_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0055"
"Or_g9_5_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0055"
"Gr_g30_2_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0054"
"Or_g78_1_13"	"2e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0054"
"SP_g4_7_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0054"
"Control_g19_2_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0053"
"Control_g163_2_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0052"
"PMT_445_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0052"
"Control_g204_13_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0049"
"P450_g38_6_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0049"
"PMT_388_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0049"
"P450_g65_2_4"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0.0049"
"Control_g105_3_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0048"
"PMT_634_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0048"
"Control_g89_3_2"	"-2e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0048"
"PMT_176_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0048"
"Or_g18_3_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0047"
"Control_g156_10_5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0046"
"Control_g156_9_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0046"
"P450_g49_7_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0046"
"Control_g156_8_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0046"
"Or_g18_2_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0046"
"Gr_g30_1_8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0046"
"Gr_g11_1_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0045"
"P450_g65_4_2"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0.0045"
"Gr_g30_3_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0044"
"Control_g209_6_13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0044"
"PMT_535_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1e-04"	"0"	"0.0043"
"PMT_387_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0043"
"Control_g89_2_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0042"
"Control_g19_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0042"
"Gr_g23_1_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0041"
"Control_g4_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.004"
"Control_g124_5_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.004"
"Or_g9_2_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1e-04"	"0"	"0.004"
"Control_g19_4_12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0039"
"Control_g105_7_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0039"
"PMT_175_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0039"
"Gr_g70_3_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0039"
"SP_g4_6_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0038"
"Gr_g31_5_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0038"
"Control_g105_5_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0037"
"Gr_g27_2_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0037"
"SP_g4_1_6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0036"
"Gr_g23_7_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0035"
"Control_g166_9_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0035"
"PMT_632_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0035"
"P450_g49_4_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0035"
"PMT_655_1_1"	"0"	"0"	"0"	"2e-04"	"0"	"0"	"0"	"0"	"0"	"0.0034"
"PMT_509_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0034"
"PMT_510_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0034"
"PMT_507_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0034"
"Control_g19_3_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0033"
"Control_g176_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0033"
"Or_g50_2_3"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0033"
"Gr_g17_1_9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0032"
"SP_g4_4_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0032"
"Control_g89_1_1"	"-1e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0032"
"PMT_243_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0031"
"Control_g63_3_1"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0031"
"PMT_512_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0031"
"PMT_208_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0031"
"PMT_61_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.003"
"Control_g82_6_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.003"
"P450_g31_6_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.003"
"Or_g44_1_7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0029"
"Control_g179_2_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0029"
"P450_g41_9_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0029"
"Or_g18_4_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0028"
"PMT_514_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0028"
"P450_g49_2_4"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0027"
"P450_g47_2_2"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0.0026"
"Gr_g27_4_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0026"
"Control_g82_9_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0026"
"Control_g167_11_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0026"
"Control_g38_8_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0026"
"P450_g38_5_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0025"
"PMT_214_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0025"
"P450_g49_1_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0025"
"Gr_g22_3_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0025"
"Control_g38_5_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0025"
"Or_g39_4_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0024"
"P450_g47_4_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0024"
"PMT_511_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0024"
"Or_g36_2_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0023"
"Gr_g23_9_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0023"
"P450_g5_2_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0023"
"PMT_215_1_1"	"0"	"0"	"-1e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0023"
"PMT_571_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0023"
"Gr_g23_4_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0022"
"Control_g105_6_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0022"
"Gr_g38_4_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0022"
"Control_g47_10_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0021"
"PMT_55_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0021"
"SP_g4_3_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0021"
"PMT_58_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0021"
"Control_g105_2_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0021"
"Control_g166_7_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.002"
"Gr_g62_1_16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.002"
"Gr_g9_1_15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.002"
"Gr_g23_8_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.002"
"Or_g44_2_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0019"
"Gr_g56_4_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0019"
"PMT_321_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0019"
"PMT_63_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0019"
"Gr_g38_3_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0019"
"IR_g11_11_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0019"
"PMT_506_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0018"
"Gr_g34_4_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0018"
"P450_g49_3_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0018"
"PMT_318_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0018"
"Gr_g39_5_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0018"
"P450_g64_8_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0018"
"SP_g4_2_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0018"
"Or_g36_4_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0018"
"PMT_273_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0018"
"P450_g49_6_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0018"
"Control_g105_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0018"
"Gr_g24_3_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0018"
"Gr_g56_2_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0017"
"Control_g78_3_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0017"
"P450_g64_9_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0017"
"Gr_g27_3_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0017"
"Gr_g66_3_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0017"
"Or_g52_1_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0017"
"Gr_g38_5_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0017"
"P450_g64_5_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0017"
"Or_g37_4_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0017"
"Gr_g24_2_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0017"
"Or_g37_3_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0016"
"Gr_g23_6_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0016"
"Gr_g24_1_7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0016"
"PMT_651_1_5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0016"
"Gr_g27_1_16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0015"
"PMT_490_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0015"
"Gr_g39_3_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0015"
"PMT_57_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0015"
"Gr_g56_5_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0015"
"Gr_g56_1_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0015"
"Gr_g24_4_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0015"
"Control_g111_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0015"
"Control_g166_5_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0014"
"PMT_255_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0014"
"PMT_524_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0014"
"Or_g36_1_9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0013"
"PMT_221_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0013"
"Control_g46_6_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0012"
"Control_g10_4_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0012"
"Or_g36_5_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0012"
"Control_g114_2_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0012"
"P450_g47_3_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0012"
"IR_g10_3_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0012"
"Or_g8_4_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0011"
"Control_g46_2_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0011"
"IR_g10_6_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0011"
"P450_g8_1_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0011"
"Control_g21_6_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.001"
"P450_g64_6_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.001"
"PMT_233_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.001"
"Control_g166_8_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.001"
"P450_g64_3_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"9e-04"
"P450_g19_2_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"9e-04"
"Gr_g56_3_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"9e-04"
"Gr_g39_4_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8e-04"
"IR_g10_4_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8e-04"
"IR_g10_9_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8e-04"
"Gr_g56_6_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8e-04"
"Control_g198_14_6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8e-04"
"Control_g180_3_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8e-04"
"P450_g10_1_8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8e-04"
"Or_g36_6_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"7e-04"
"Control_g166_10_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"7e-04"
"Gr_g66_1_11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"7e-04"
"Or_g37_1_9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"7e-04"
"P450_g5_4_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"7e-04"
"P450_g4_2_5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"7e-04"
"P450_g46_1_14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6e-04"
"IR_g10_5_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6e-04"
"Or_g8_3_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5e-04"
"Control_g131_6_10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5e-04"
"P450_g41_6_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4e-04"
"Control_g180_1_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4e-04"
"Gr_g66_4_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4e-04"
"Or_g37_5_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4e-04"
"P450_g42_1_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4e-04"
"PMT_327_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4e-04"
"P450_g18_1_6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4e-04"
"P450_g64_4_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4e-04"
"Control_g147_6_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3e-04"
"IR_g10_1_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3e-04"
"IR_g10_2_7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3e-04"
"Control_g78_4_19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3e-04"
"Or_g50_6_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3e-04"
"P450_g19_3_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3e-04"
"P450_g64_2_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2e-04"
"Control_g189_3_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2e-04"
"Or_g36_3_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2e-04"
"P450_g31_2_6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2e-04"
"Control_g166_6_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2e-04"
"P450_g64_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"
"Control_g180_4_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"Control_g180_2_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"Gr_g56_7_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"Control_g18_6_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"Control_g30_6_31"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"P450_g64_7_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"IR_g10_7_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"PMT_459_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"P450_g45_9_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
